Country Name,Country Code,Counterpart-Area Name,Counterpart-Area Code,Series Name,Series Code,1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025],2026 [YR2026],2027 [YR2027],2028 [YR2028],2029 [YR2029]
Central African Republic,CAF,USSR,078,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,379000,..,..,..,..,..,..,..,48825,..,..,..,131046.2,..,144804.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Central African Republic,CAF,Russian Federation,087,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,154598.8,..,..,..,..,..,..,..,3000,11000,..,..,..,20000,..,..,..,4000,..,21000,..,..,252000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Central African Republic,CAF,United States,302,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,145000,252000,307000,624000,27000,212000,193000,269000,185000,174000,471000,3147000,1080000,716000,611000,831000,..,16000,..,..,..,..,..,..,..,..,..,..,85000,451000,..,..,1058000,..,..,..,180000,..,188000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Central African Republic,CAF,China,730,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,189161.7,..,..,..,..,..,..,..,..,..,..,..,..,..,692168.2,..,..,..,1140959.5,1160082.1,..,624055.8,..,..,369177.5,..,..,1052891.2,7568466.6,4343976.6,..,0,2934671.6,2423714.7,2016518.9,3810530.5,3810530.5,3810530.5,3810530.5,3362027.6
Central African Republic,CAF,Japan,701,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14531.5,..,..,..,..,..,..,..,..,..,359815.5,..,296490,..,..,332940,..,..,..,116000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Chad,TCD,USSR,078,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,..,..,..,..,546888,587000,611000,613000,558000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Chad,TCD,Russian Federation,087,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22000,..,3000,6000,..,26000,..,126000,47000,47000,49000,51000,54000,56000,32000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Chad,TCD,United States,302,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,55000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2206000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Chad,TCD,China,730,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2633540,..,..,..,..,..,..,31097.4,742598.8,1547658.9,2039115.4,3111858.4,4170273.6,5575175.7,4544288,3549411.8,6966403.6,9717743.2,3925468.8,16655171.8,41356795,44239421.3,34763135.2,47772843.1,47117804.6,37028658.9,27148860.9,26689315.6,26230770.3
Chad,TCD,Japan,701,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
China,CHN,USSR,078,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
China,CHN,Russian Federation,087,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
China,CHN,United States,302,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,68479000,84331000,50376000,50104000,37696190.8,114273642.3,84291402.6,67112295.8,67310000,56110000,61537000,29964030,50726161.7,108797280.2,336036564.5,320013628.7,202480479.3,3855000,52785000,31264000,10387000,10183000,6901000,6814000,6732000,6646000,5514000,5766000,6790000,8050000,7849000,7641000,7441000,7234000,7033000,6830000,6626151.6,6422298.3,6218445.2,6014591.9,5810738.8,5603610.9,5400610.9,3765077.6,1584073.8,901603.2,876603.2,851603.2,826603.2
China,CHN,China,730,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
China,CHN,Japan,701,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,85272655.5,209355028,145583238.6,213171332.5,315389048.4,907689302.5,1411242027,1195711431,1085449317,1228386093,1436724215,1406099877,1567743800,1330519409,2214802279,2236409844,2219686641,2488833788,2566422385,2939915443,1662307879,1501402376,1428847061,1198467355,573174497.2,1027552874,1634530781,1290120148,1010319184,1876318868,1769973415,1755499214,1191442681,983439894.7,705063990.3,520586499.6,466376573.1,384420017,381187156.3,385884766.7,246580911.1,117517631.6,103935851.1,92461503.5,77897639.4,77329047.2,71756978.2,71275409,70758816.7
Colombia,COL,USSR,078,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Colombia,COL,Russian Federation,087,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7507000,22610000,3184000,5172000,3451000,3253000,2199000,1236000,1160000,551000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Colombia,COL,United States,302,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,36236797.3,43717046.3,44152065,70184949,141267849.6,75775152.5,91913608.3,108007168.5,134806866.7,318257320.6,130056618.8,133607240.1,166189196.7,151290683.7,127068437.2,158224207.2,172731664.9,258612000,315132000,341166000,345468000,349729000,462031000,284208000,185646000,156968000,157488000,187849000,274168000,307711000,327972000,548490000,517511000,151940000,94290000,357469000,433759000,240343472.2,442720643.1,318807353.1,336428051.4,259215267.9,293462891,306704157.2,350448597.4,407865588.2,1007862524,2359950920,942076142.3,468463661.6,702521000,2745223000,612790991.1,2992621481,392714374.1,276626166.8,519196380.5,264500877.9,50685914.4,7851782.6
Colombia,COL,China,730,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Colombia,COL,Japan,701,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,878000,1683858.5,1880769,3635088,4396548,4368657.8,8832093.3,10657930,10748532.5,8680684,6848607.9,8454375,17165941,38752076.8,42446485,56838757.9,96318457.9,168510757.2,153317256.2,217455501.5,156963343.4,183319575.7,163638896.2,162975193.6,149575461.8,397570158.7,165447601.7,82562541.4,71399583.2,50442599.6,82795838.8,108471321.7,98740942.6,120411935.9,108406651.8,88542341.6,188979629.6,55595314.3,55523838.1,60778146.4,17260786.8,12001239.9,34795000,36945027,80394000,66389000,131083109.4,1153980194,393119474.5,451108603.7,99729000,73363000,104548166.7,102181166.7,99794166.7,86325500,15118000,14778000,..,..
Comoros,COM,USSR,078,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Comoros,COM,Russian Federation,087,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Comoros,COM,United States,302,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Comoros,COM,China,730,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1160358.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1353152.6,1524427.8,1855485.3,1756125,2868510.1,2622045.1,2594133.3,2636516.8,7110647.1,7084118.2,7030589.4,6969996.6,6909403.9,6848811.2
Comoros,COM,Japan,701,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,USSR,078,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,Russian Federation,087,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,110000,13000,13000,186000,362000,344000,327000,247000,..,..,..,..,..,..,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,United States,302,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,3273000,6266516.8,22525576.8,36669966.4,58685703.9,48349703.8,28176161.7,29609780.8,40097825,47905057.6,72105256.6,26937777.4,28029745,29955048.6,57952367.4,54903490.3,23417880.4,17919090.6,15762000,14664000,15627000,193000,..,..,..,..,..,..,..,..,..,..,..,3788000,6615000,11812000,34919000,73691000,71017000,74442000,2252000,..,..,..,..,..,..,..,1540000,3977000,3900000,3861000,..,..,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,China,730,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,6580827.5,..,2631186,6754435.7,6233086,1664917,778404.9,2229136.6,..,..,..,..,..,..,..,..,..,..,..,..,..,3958678.8,3937243.4,5312561.2,3509910,5695844.5,5674460.9,5622606.8,1896151.6,488569.6,22677883.4,18433957.1,24576051.7,28144034.4,22741040.4,35827114.6,34397417.5,9161074.1,15900312.1,488757386.4,482426373.7,411308459.1,337340015.2,331837765.5,324893353.9,317069939.3,308797950.3
"Congo, Dem. Rep.",COD,Japan,701,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,2025000,2660000,3062000,3158000,3131000,2305000,1613000,426000,1222000,1966266,99942511,77542286.5,24354268,63352000,50517640,57565000,50498576.9,28165000,8231544.1,24576000,4256727.5,..,..,..,..,..,..,..,..,..,..,..,..,..,6899256.7,18699127.3,26054372.9,20762158.7,23188853,24802302.5,5627459.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Congo, Rep.",COG,USSR,078,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,..,..,484827.9,51724.8,53321.5,86582.5,2001977.5,503590,9982190,10216780,5948280,5447076.9,6561419.4,292520,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Congo, Rep.",COG,Russian Federation,087,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3000,..,889000,889000,1130000,2047000,1753000,..,5392000,..,..,..,..,..,..,..,..,..,..,8285750,8245750,8205750,7411750,..,..,..,..
"Congo, Rep.",COG,United States,302,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,56000,53000,..,..,..,..,..,..,..,..,..,2696000,2797000,12616000,8268000,8170000,2473000,1347000,327000,..,964000,283000,..,140000,382000,51000,1444000,96000,96000,115000,436000,414000,120000,360000,355000,4508000,1210000,1533000,1709000,1679000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Congo, Rep.",COG,China,730,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,..,..,..,..,..,726215.5,3562814.3,809220.5,4695331.9,4228517.6,4090237.5,4392957.4,852380,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2372509.6,..,..,..,651462.7,12710456.9,26874632,50394609.2,72646252.6,191220228.3,217272703.8,212419152.8,185530776.6,219796626.7,208788658,261130764.4,384565812.6,214946459.1,323294513.5,229268845,226269573.7,223219262.1,212079171,196741191.6,116279962.6,113948420.5
"Congo, Rep.",COG,Japan,701,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,3000,..,..,..,..,..,..,..,..,..,..,..,210000,610667.5,590100,553344,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Costa Rica,CRI,USSR,078,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,16000,64000,164000,264000,201000,186000,150000,75000,..,..,96000,191000,177000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Costa Rica,CRI,Russian Federation,087,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Costa Rica,CRI,United States,302,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,19759000,18821000,19625000,24489000,27345000,25797000,29178000,36053000,65091000,68902000,52489000,38193000,20823000,69897000,33962000,30130000,33335000,250000,16245000,28148000,13364299.2,14349281.2,66029000,57443000,41936000,53177000,98784000,75814000,55049000,40777000,46484000,45214000,42651000,33384000,17814000,13597000,20032000,19886000,162096000,41608000,88028000,103254000,166475000,222600000,119870000,52313000,88447000,173480000,58108000,87996000,11498000,49777000,1102000,..,..,..,..,..,..,..
Costa Rica,CRI,China,730,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10000000,..,971000,..,31000,152000,152000,10456000,2937000,2856000,6512000,77706000,108645000,2558000,..,2000,..,..,..,2012000,5753000,10881000,10052000,17143000,21004000,11590000,34269000,18778365.1,8295094.3,2532832.8,1817519.8,915568.3,1974636.2,7869626.2,7781719.7,7693813.1,7605592.6,7517686,7429779.4,7341872.9,7253652.4
Costa Rica,CRI,Japan,701,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,18000,18000,8000,10000,13000,113000,1196000,1106000,959000,215000,957400.5,1326960,2255272,3967940.3,1042000,1988000,1452328.8,2517058.4,3941037,25698276.5,28981496.9,26197435.9,51403209.6,43286623.7,31574303.4,24882802.8,28107222.2,20029541.8,17111100,14235106.7,14973775.7,12517256.6,8497566.7,2997863.1,11932100.1,20743968.4,19185749.5,25603227.1,27654300.2,26623454.9,29642464.5,27005707.6,20465598.4,20406076.6,19865464.8,23018027.9,19844356.5,9920378.7,19555708.5,21843840.2,22361236.3,22473895.2,22200227,17117600.6,19862458.9,19827319,19717813.1
Cote d'Ivoire,CIV,USSR,078,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cote d'Ivoire,CIV,Russian Federation,087,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,2998365.8,10851621.2,14035737.3,14509164.1,14026676.5,13545321.5,1770253.8,..,..
Cote d'Ivoire,CIV,United States,302,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,4589770,3231469.7,3573837.7,7962076.2,19399507.6,26513495,45149866.7,38451901.2,50941225.9,79582181.8,113707452.9,79645111,63190267.1,36442755.2,32296713.6,27684735.2,27669086.1,18656237,6490245.6,4138332.7,6022160.1,16994000,3729000,3316749.4,3462000,9844000,19452000,19687000,35924000,38246000,21193000,17906000,16597000,13771000,..,0,0,10635.7,0,1675000,257000,254000,100200000,34185000,51241000,246000,242000,238000,235000,234000,9000,4000,366855.1,361855.1,359855.1,250616.9,215045.5,213045.5,208045.5,203045.5
Cote d'Ivoire,CIV,China,730,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,196401.6,251743.9,..,2174.7,7490.6,353751.2,695188.8,685310.8,1344834.6,1667384.9,790681.5,2705882.2,2046446.1,11849916.2,12390006.4,3298028.5,7946751.9,22653663.7,26089922.2,25874366.1,41428132.9,51965290.5,82605013.4,103889056.8,200597727.7,306764401.9,335395252.2,426400352.9,449420212.9,479230663.3,469247041,449859836.9
Cote d'Ivoire,CIV,Japan,701,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,..,..,..,..,..,28620000,1809495,3550158.8,6872869,7328320,6919948,6462760,6004216,597077.5,42458.6,85921.9,930016,1887294.7,4098888.8,3904081.9,5124122.7,7437364.9,3027051.4,6568108.1,2143794.4,3284335.8,4370441.4,2979415,4463821.7,4250236.7,4519155.8,..,0,0,0,0,684823.2,12910053.4,10257606.3,..,..,..,..,..,..,0,5732505.7,11689801.7,61726815.4,59190279.1,120233128.6,62242080.5,63535784.8,39136418.1,16917673.7,18458337,18413033
Djibouti,DJI,USSR,078,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Djibouti,DJI,Russian Federation,087,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Djibouti,DJI,United States,302,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,581000,1447000,978000,359000,458000,508000,486000,456000,408000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Djibouti,DJI,China,730,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3157395.8,741068.7,745687.5,758353.4,990587.1,2332118.3,4466286.5,4381815.4,4384857.8,4335044.1,4267790.6,4175106,9415206.4,19648309.5,25161512.1,24435506.8,19590403.7,15763008.2,9443394.6,140517780.6,144891926.3,167259619.4,163411747.8,159564719.1,155716690.5,150774818.8,114687590.2
Djibouti,DJI,Japan,701,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,USSR,078,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,Russian Federation,087,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,United States,302,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,872222.2,107777.8,107777.8,107777.8,107777.8,107777.8,107777.8,107777.8,107777.8,107777.8,384276.1,374646.4,365016.8,355016.8,345016.8,335387.2,325757.6,316127.9
Dominica,DMA,China,730,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,33000,61000,41000,20000,10000,64000,44000,44000,..,6000,34000,61000,184000,267000,563000,448000,581000,499000,46000,633000,..,..,..,..,170553.3,361991.4,704246.2,792071.3,403654.7,3577694.5,3937315.9,3564142.3,3354563.5,3305993.4,17832.8,3543348.5,4007683.5,3938143.2,3868445.9,3798591.6,3552829.8,2963071,2907501.5
Dominica,DMA,Japan,701,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominican Republic,DOM,USSR,078,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominican Republic,DOM,Russian Federation,087,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominican Republic,DOM,United States,302,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,9770000,9345000,10849000,20940000,21682000,29230000,37035000,52696000,60095000,127557000,113510000,154619000,182968000,115751000,79347000,104425000,102727000,60446000,72896000,41599000,14666000,26320000,60560000,58208000,53134000,65214000,70733000,86507000,71523000,87061000,139868000,167648000,131083000,128183000,55357000,74480000,218924000,290054000,230165000,226928000,206288000,202103000,75153000,78843000,77719000,201145000,181760000,149668000,115275000,102179988.3,4509000,4266000,4118000,..,..,..,..,..,..,..
Dominican Republic,DOM,China,730,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,126000,..,..,..,..,..,..,..,..,..,..,2251000,..,..,17000,..,160000,689000,1310000,1391000,1454000,1463000,1229000,1385000,1339000,1293000,1248000,1201000,1158000,290000,282000,275000,268000,261000,240743,260000,239000,210800,204800,199800,192800,186800,..,..,..
Dominican Republic,DOM,Japan,701,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,33000,115000,115000,116000,372000,604000,323000,..,..,154547,216000,844938.5,..,109824,29853.9,1061465.2,1405994.8,..,..,..,30979759.1,25212792.9,34746898.6,30537922,27109544.3,25692422.8,15485489.7,13629107.4,28142013.7,23801558.3,16593499,24375790.9,6372101.7,7054486.6,39322726.9,21921685.1,12309043.2,17837503.8,19016931,24832170,20794873.8,14431469.7,13725142.5,12352066.9,14263994.8,8586374.7,4592735.1,4186229.9,4843093.2,4266700,3344715.9,3248402.1,3160844.1,..,..,..,..,..
Ecuador,ECU,USSR,078,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
